r_1,x_1,r_2,T,gamma_1,gamma_2
7.1974,0.75,13.7405,459.69,0.000309952,-0.019596768
7.1974,0.76,13.7405,459.103,0.00039992,-0.019686514
7.1974,0.77,13.7405,458.527,0.00046989,-0.019743629
7.1974,0.78,13.7405,457.96,0.000539854,-0.019765048
7.1974,0.79,13.7405,457.402,0.000589826,-0.019749749
7.1974,0.8,13.7405,456.854,0.000619808,-0.019692633
7.1974,0.81,13.7405,456.315,0.000639795,-0.019593709
7.1974,0.82,13.7405,455.785,0.000659782,-0.01944789
7.1974,0.83,13.7405,455.263,0.000659782,-0.019252139
7.1974,0.84,13.7405,454.749,0.000649789,-0.019003427
7.1974,0.85,13.7405,454.243,0.000629802,-0.018698737
7.1974,0.86,13.7405,453.745,0.00059982,-0.018333028
7.1974,0.87,13.7405,453.255,0.000569838,-0.017903312
7.1974,0.88,13.7405,452.772,0.000519865,-0.017404585
7.1974,0.89,13.7405,452.295,0.000479885,-0.016833898
7.1974,0.9,13.7405,451.826,0.000419912,-0.016184261
7.1974,0.91,13.7405,451.363,0.000369932,-0.015452782
7.1974,0.92,13.7405,450.907,0.000309952,-0.014632535
7.1974,0.93,13.7405,450.456,0.000259966,-0.013719686
7.1974,0.94,13.7405,450.012,0.00019998,-0.012705372
7.1974,0.95,13.7405,449.573,0.000149989,-0.011586869
7.1974,0.96,13.7405,449.14,9.9995e-05,-0.010354422
7.1974,0.97,13.7405,448.713,5.9998e-05,-0.0090024
7.1974,0.98,13.7405,448.29,3e-05,-0.007524236
7.1974,0.99,13.7405,447.872,1e-05,-0.005909426
7.1974,1.0,13.7405,447.459,0.0,-0.004151606
13.7405,0.0,7.8718,469.086,0.051130281,0.0
13.7405,0.01,7.8718,469.513,0.048170925,1e-05
13.7405,0.02,7.8718,469.944,0.045346145,4.9999e-05
13.7405,0.03,7.8718,470.379,0.04265711,0.000119993
13.7405,0.04,7.8718,470.819,0.040104937,0.00019998
13.7405,0.05,7.8718,471.264,0.037671437,0.000309952
13.7405,0.06,7.8718,471.714,0.035367144,0.000429908
13.7405,0.07,7.8718,472.169,0.033163946,0.000569838
13.7405,0.08,7.8718,472.63,0.03107222,0.000719741
13.7405,0.09,7.8718,473.096,0.029082961,0.000889604
13.7405,0.1,7.8718,473.568,0.027196792,0.001069428
13.7405,0.11,7.8718,474.047,0.025394805,0.001249219
13.7405,0.12,7.8718,474.531,0.023696995,0.00144895
13.7405,0.13,7.8718,475.022,0.022074554,0.00164864
13.7405,0.14,7.8718,475.52,0.020547448,0.001858272
13.7405,0.15,7.8718,476.025,0.019086685,0.00207784
13.7405,0.16,7.8718,476.537,0.017712209,0.002297359
13.7405,0.17,7.8718,477.057,0.016404704,0.00251683
13.7405,0.18,7.8718,477.584,0.015164437,0.002736253
13.7405,0.19,7.8718,478.119,0.013991659,0.002965598
13.7405,0.2,7.8718,478.663,0.012876738,0.003184923
13.7405,0.21,7.8718,479.215,0.011829752,0.003414165
13.7405,0.22,7.8718,479.775,0.010841023,0.003633391
13.7405,0.23,7.8718,480.345,0.009910726,0.003852569
13.7405,0.24,7.8718,480.924,0.009029115,0.004071699
13.7405,0.25,7.8718,481.513,0.008196318,0.004280824
13.7405,0.26,7.8718,482.111,0.00741246,0.004489905
13.7405,0.27,7.8718,482.72,0.006677655,0.004688989
13.7405,0.28,7.8718,483.339,0.005982072,0.004888034
13.7405,0.29,7.8718,483.97,0.005325793,0.00507709
13.7405,0.3,7.8718,484.611,0.004718849,0.00526611
13.7405,0.31,7.8718,485.265,0.004151371,0.005435202
13.7405,0.32,7.8718,485.93,0.003613464,0.005604267
13.7405,0.33,7.8718,486.607,0.003115143,0.00576336
13.7405,0.34,7.8718,487.298,0.002646495,0.005912487
13.7405,0.35,7.8718,488.002,0.002207562,0.006061591
13.7405,0.36,7.8718,488.719,0.001798382,0.006190797
13.7405,0.37,7.8718,489.451,0.001428979,0.00631005
13.7405,0.38,7.8718,490.197,0.001079417,0.006419352
13.7405,0.39,7.8718,490.958,0.000759711,0.006518707
13.7405,0.4,7.8718,491.736,0.000459894,0.006608118
13.7405,0.41,7.8718,492.529,0.000189982,0.006687588
13.7405,0.42,7.8718,493.339,-6.6002e-05,0.006747186
13.7405,0.43,7.8718,494.167,-0.000295044,0.006796849
13.7405,0.44,7.8718,495.013,-0.000504127,0.006836577
13.7405,0.45,7.8718,495.878,-0.00069324,0.006866372
13.7405,0.46,7.8718,496.762,-0.000864373,0.006876304
13.7405,0.47,7.8718,497.667,-0.001017517,0.006876304
13.7405,0.48,7.8718,498.592,-0.001154666,0.006856441
13.7405,0.49,7.8718,499.539,-0.001275814,0.006826645
13.7405,0.5,7.8718,500.51,-0.001382956,0.006776984
13.7405,0.51,7.8718,501.503,-0.001475087,0.006717388
13.7405,0.52,7.8718,502.522,-0.001554207,0.00663792
13.7405,0.53,7.8718,503.566,-0.001621314,0.006548512
13.7405,0.54,7.8718,504.637,-0.001676404,0.006439224
13.7405,0.55,7.8718,505.736,-0.001720479,0.00631005
13.7405,0.56,7.8718,506.864,-0.001754538,0.006170921
13.7405,0.57,7.8718,508.022,-0.001778581,0.006011892
13.7405,0.58,7.8718,509.212,-0.001792606,0.005832955
13.7405,0.59,7.8718,510.435,-0.001799618,0.005644042
13.7405,0.6,7.8718,511.693,-0.001797615,0.005425257
13.7405,0.61,7.8718,512.988,-0.001788599,0.005196475
13.7405,0.62,7.8718,514.32,-0.001773572,0.004937789
13.7405,0.63,7.8718,515.692,-0.001751533,0.004669083
13.7405,0.64,7.8718,517.106,-0.001723484,0.004380392
13.7405,0.65,7.8718,518.564,-0.001690428,0.004071699
13.7405,0.66,7.8718,520.068,-0.001652364,0.003733024
13.7405,0.67,7.8718,521.621,-0.001610296,0.003384267
13.7405,0.68,7.8718,523.224,-0.001563221,0.003005479
13.7405,0.69,7.8718,524.881,-0.001514146,0.0026066
13.7405,0.7,7.8718,526.593,-0.001461067,0.002187605
13.7405,0.71,7.8718,528.365,-0.001404987,0.001738488
13.7405,0.72,7.8718,530.199,-0.001345905,0.001269194
13.7405,0.73,7.8718,532.098,-0.001285826,0.000779696
13.7405,0.74,7.8718,534.066,-0.001223748,0.000259966
13.7405,0.75,7.8718,536.107,-0.001160673,-0.000290042
13.7405,0.76,7.8718,538.223,-0.0010956,-0.000862372
13.7405,0.77,7.8718,540.419,-0.001030531,-0.001462068
13.7405,0.78,7.8718,542.699,-0.000965466,-0.002090183
13.7405,0.79,7.8718,545.067,-0.000899404,-0.002746769
13.7405,0.8,7.8718,547.527,-0.000834348,-0.003433889
13.7405,0.81,7.8718,550.083,-0.000769296,-0.004150602
13.7405,0.82,7.8718,552.739,-0.000705249,-0.004897976
13.7405,0.83,7.8718,555.499,-0.000642206,-0.00567809
13.7405,0.84,7.8718,558.366,-0.000580168,-0.006489008
13.7405,0.85,7.8718,561.343,-0.000520135,-0.00733282
13.7405,0.86,7.8718,564.433,-0.000462107,-0.008209607
13.7405,0.87,7.8718,567.637,-0.000406082,-0.009119456
13.7405,0.88,7.8718,570.956,-0.000353062,-0.010062457
13.7405,0.89,7.8718,574.388,-0.000302046,-0.011037692
13.7405,0.9,7.8718,577.932,-0.000254032,-0.012044242
13.7405,0.91,7.8718,581.584,-0.000209022,-0.0130822
13.7405,0.92,7.8718,585.334,-0.000168014,-0.01415065
13.7405,0.93,7.8718,589.179,-0.000131009,-0.015246642
13.7405,0.94,7.8718,593.104,-9.8005e-05,-0.016368232
13.7405,0.95,7.8718,597.095,-6.9002e-05,-0.017514487
13.7405,0.96,7.8718,601.138,-4.5001e-05,-0.018680397
13.7405,0.97,7.8718,605.214,-2.5e-05,-0.019863989
13.7405,0.98,7.8718,609.302,-1.1e-05,-0.02106226
13.7405,0.99,7.8718,613.379,-3e-06,-0.022270149
13.7405,1.0,7.8718,617.423,0.0,-0.023484618
7.8718,0.0,13.7405,617.423,-0.023484618,0.0
7.8718,0.01,13.7405,613.379,-0.022270149,-3e-06
7.8718,0.02,13.7405,609.302,-0.02106226,-1.1e-05
7.8718,0.03,13.7405,605.214,-0.019863989,-2.5e-05
7.8718,0.04,13.7405,601.138,-0.018680397,-4.5001e-05
7.8718,0.05,13.7405,597.095,-0.017514487,-6.9002e-05
7.8718,0.06,13.7405,593.104,-0.016368232,-9.8005e-05
7.8718,0.07,13.7405,589.179,-0.015246642,-0.000131009
7.8718,0.08,13.7405,585.334,-0.01415065,-0.000168014
7.8718,0.09,13.7405,581.584,-0.0130822,-0.000209022
7.8718,0.1,13.7405,577.932,-0.012044242,-0.000254032
7.8718,0.11,13.7405,574.388,-0.011037692,-0.000302046
7.8718,0.12,13.7405,570.956,-0.010062457,-0.000353062
7.8718,0.13,13.7405,567.637,-0.009119456,-0.000406082
7.8718,0.14,13.7405,564.433,-0.008209607,-0.000462107
7.8718,0.15,13.7405,561.343,-0.00733282,-0.000520135
7.8718,0.16,13.7405,558.366,-0.006489008,-0.000580168
7.8718,0.17,13.7405,555.499,-0.00567809,-0.000642206
7.8718,0.18,13.7405,552.739,-0.004897976,-0.000705249
7.8718,0.19,13.7405,550.083,-0.004150602,-0.000769296
7.8718,0.2,13.7405,547.527,-0.003433889,-0.000834348
7.8718,0.21,13.7405,545.067,-0.002746769,-0.000899404
7.8718,0.22,13.7405,542.699,-0.002090183,-0.000965466
7.8718,0.23,13.7405,540.419,-0.001462068,-0.001030531
7.8718,0.24,13.7405,538.223,-0.000862372,-0.0010956
7.8718,0.25,13.7405,536.107,-0.000290042,-0.001160673
7.8718,0.26,13.7405,534.066,0.000259966,-0.001223748
7.8718,0.27,13.7405,532.098,0.000779696,-0.001285826
7.8718,0.28,13.7405,530.199,0.001269194,-0.001345905
7.8718,0.29,13.7405,528.365,0.001738488,-0.001404987
7.8718,0.3,13.7405,526.593,0.002187605,-0.001461067
7.8718,0.31,13.7405,524.881,0.0026066,-0.001514146
7.8718,0.32,13.7405,523.224,0.003005479,-0.001563221
7.8718,0.33,13.7405,521.621,0.003384267,-0.001610296
7.8718,0.34,13.7405,520.068,0.003733024,-0.001652364
7.8718,0.35,13.7405,518.564,0.004071699,-0.001690428
7.8718,0.36,13.7405,517.106,0.004380392,-0.001723484
7.8718,0.37,13.7405,515.692,0.004669083,-0.001751533
7.8718,0.38,13.7405,514.32,0.004937789,-0.001773572
7.8718,0.39,13.7405,512.988,0.005196475,-0.001788599
7.8718,0.4,13.7405,511.693,0.005425257,-0.001797615
7.8718,0.41,13.7405,510.435,0.005644042,-0.001799618
7.8718,0.42,13.7405,509.212,0.005832955,-0.001792606
7.8718,0.43,13.7405,508.022,0.006011892,-0.001778581
7.8718,0.44,13.7405,506.864,0.006170921,-0.001754538
7.8718,0.45,13.7405,505.736,0.00631005,-0.001720479
7.8718,0.46,13.7405,504.637,0.006439224,-0.001676404
7.8718,0.47,13.7405,503.566,0.006548512,-0.001621314
7.8718,0.48,13.7405,502.522,0.00663792,-0.001554207
7.8718,0.49,13.7405,501.503,0.006717388,-0.001475087
7.8718,0.5,13.7405,500.51,0.006776984,-0.001382956
7.8718,0.51,13.7405,499.539,0.006826645,-0.001275814
7.8718,0.52,13.7405,498.592,0.006856441,-0.001154666
7.8718,0.53,13.7405,497.667,0.006876304,-0.001017517
7.8718,0.54,13.7405,496.762,0.006876304,-0.000864373
7.8718,0.55,13.7405,495.878,0.006866372,-0.00069324
7.8718,0.56,13.7405,495.013,0.006836577,-0.000504127
7.8718,0.57,13.7405,494.167,0.006796849,-0.000295044
7.8718,0.58,13.7405,493.339,0.006747186,-6.6002e-05
7.8718,0.59,13.7405,492.529,0.006687588,0.000189982
7.8718,0.6,13.7405,491.736,0.006608118,0.000459894
7.8718,0.61,13.7405,490.958,0.006518707,0.000759711
7.8718,0.62,13.7405,490.197,0.006419352,0.001079417
7.8718,0.63,13.7405,489.451,0.00631005,0.001428979
7.8718,0.64,13.7405,488.719,0.006190797,0.001798382
7.8718,0.65,13.7405,488.002,0.006061591,0.002207562
7.8718,0.66,13.7405,487.298,0.005912487,0.002646495
7.8718,0.67,13.7405,486.607,0.00576336,0.003115143
7.8718,0.68,13.7405,485.93,0.005604267,0.003613464
7.8718,0.69,13.7405,485.265,0.005435202,0.004151371
7.8718,0.7,13.7405,484.611,0.00526611,0.004718849
7.8718,0.71,13.7405,483.97,0.00507709,0.005325793
7.8718,0.72,13.7405,483.339,0.004888034,0.005982072
7.8718,0.73,13.7405,482.72,0.004688989,0.006677655
7.8718,0.74,13.7405,482.111,0.004489905,0.00741246
7.8718,0.75,13.7405,481.513,0.004280824,0.008196318
7.8718,0.76,13.7405,480.924,0.004071699,0.009029115
7.8718,0.77,13.7405,480.345,0.003852569,0.009910726
7.8718,0.78,13.7405,479.775,0.003633391,0.010841023
7.8718,0.79,13.7405,479.215,0.003414165,0.011829752
7.8718,0.8,13.7405,478.663,0.003184923,0.012876738
7.8718,0.81,13.7405,478.119,0.002965598,0.013991659
7.8718,0.82,13.7405,477.584,0.002736253,0.015164437
7.8718,0.83,13.7405,477.057,0.00251683,0.016404704
7.8718,0.84,13.7405,476.537,0.002297359,0.017712209
7.8718,0.85,13.7405,476.025,0.00207784,0.019086685
7.8718,0.86,13.7405,475.52,0.001858272,0.020547448
7.8718,0.87,13.7405,475.022,0.00164864,0.022074554
7.8718,0.88,13.7405,474.531,0.00144895,0.023696995
7.8718,0.89,13.7405,474.047,0.001249219,0.025394805
7.8718,0.9,13.7405,473.568,0.001069428,0.027196792
7.8718,0.91,13.7405,473.096,0.000889604,0.029082961
7.8718,0.92,13.7405,472.63,0.000719741,0.03107222
7.8718,0.93,13.7405,472.169,0.000569838,0.033163946
7.8718,0.94,13.7405,471.714,0.000429908,0.035367144
7.8718,0.95,13.7405,471.264,0.000309952,0.037671437
7.8718,0.96,13.7405,470.819,0.00019998,0.040104937
7.8718,0.97,13.7405,470.379,0.000119993,0.04265711
7.8718,0.98,13.7405,469.944,4.9999e-05,0.045346145
7.8718,0.99,13.7405,469.513,1e-05,0.048170925
7.8718,1.0,13.7405,469.086,0.0,0.051130281
13.7405,0.0,5.3952,424.268,-0.307112289,0.0
13.7405,0.01,5.3952,424.681,-0.299545499,-3.9001e-05
13.7405,0.02,5.3952,425.103,-0.291995361,-0.000158012
13.7405,0.03,5.3952,425.533,-0.284483194,-0.000357064
13.7405,0.04,5.3952,425.973,-0.277021763,-0.000637203
13.7405,0.05,5.3952,426.421,-0.269624758,-0.000997497
13.7405,0.06,5.3952,426.878,-0.262304166,-0.001438033
13.7405,0.07,5.3952,427.345,-0.255067749,-0.001957915
13.7405,0.08,5.3952,427.821,-0.247925605,-0.002556264
13.7405,0.09,5.3952,428.306,-0.24088246,-0.003233221
13.7405,0.1,5.3952,428.801,-0.233946696,-0.003985933
13.7405,0.11,5.3952,429.307,-0.227122708,-0.004814571
13.7405,0.12,5.3952,429.822,-0.220412285,-0.005716307
13.7405,0.13,5.3952,430.347,-0.213822131,-0.00669033
13.7405,0.14,5.3952,430.882,-0.207351406,-0.007735845
13.7405,0.15,5.3952,431.428,-0.201005418,-0.008851055
13.7405,0.16,5.3952,431.985,-0.194782068,-0.010033164
13.7405,0.17,5.3952,432.552,-0.188685363,-0.011281396
13.7405,0.18,5.3952,433.131,-0.182715634,-0.012594985
13.7405,0.19,5.3952,433.72,-0.176872032,-0.013970129
13.7405,0.2,5.3952,434.321,-0.17115375,-0.015408097
13.7405,0.21,5.3952,434.933,-0.16556356,-0.016904072
13.7405,0.22,5.3952,435.557,-0.160098332,-0.01845933
13.7405,0.23,5.3952,436.193,-0.154757364,-0.020070063
13.7405,0.24,5.3952,436.841,-0.149541153,-0.021736536
13.7405,0.25,5.3952,437.502,-0.144447904,-0.023454929
13.7405,0.26,5.3952,438.175,-0.139475883,-0.02522653
13.7405,0.27,5.3952,438.862,-0.134625705,-0.027047508
13.7405,0.28,5.3952,439.562,-0.129893447,-0.028918128
13.7405,0.29,5.3952,440.275,-0.125278683,-0.030835567
13.7405,0.3,5.3952,441.003,-0.120779897,-0.03280009
13.7405,0.31,5.3952,441.744,-0.116395624,-0.03480886
13.7405,0.32,5.3952,442.501,-0.112124451,-0.036860062
13.7405,0.33,5.3952,443.273,-0.107963902,-0.038954988
13.7405,0.34,5.3952,444.06,-0.103912675,-0.041089739
13.7405,0.35,5.3952,444.863,-0.099968413,-0.043264558
13.7405,0.36,5.3952,445.682,-0.096129916,-0.045478653
13.7405,0.37,5.3952,446.519,-0.092394933,-0.047730176
13.7405,0.38,5.3952,447.373,-0.088762364,-0.050017267
13.7405,0.39,5.3952,448.245,-0.085230055,-0.052340158
13.7405,0.4,5.3952,449.135,-0.08179591,-0.054696975
13.7405,0.41,5.3952,450.045,-0.078458962,-0.057087946
13.7405,0.42,5.3952,450.975,-0.075216124,-0.059510118
13.7405,0.43,5.3952,451.925,-0.072066519,-0.061964769
13.7405,0.44,5.3952,452.896,-0.069008229,-0.064449992
13.7405,0.45,5.3952,453.89,-0.06603938,-0.06696386
13.7405,0.46,5.3952,454.907,-0.063158141,-0.069507647
13.7405,0.47,5.3952,455.947,-0.060363781,-0.07208049
13.7405,0.48,5.3952,457.012,-0.057653478,-0.074679366
13.7405,0.49,5.3952,458.104,-0.055025514,-0.07730554
13.7405,0.5,5.3952,459.221,-0.052479261,-0.079958128
13.7405,0.51,5.3952,460.367,-0.05001201,-0.082636235
13.7405,0.52,5.3952,461.543,-0.047623195,-0.085338958
13.7405,0.53,5.3952,462.748,-0.045310176,-0.088065387
13.7405,0.54,5.3952,463.986,-0.043072442,-0.09081679
13.7405,0.55,5.3952,465.257,-0.040908457,-0.093591158
13.7405,0.56,5.3952,466.563,-0.038815675,-0.09638756
13.7405,0.57,5.3952,467.906,-0.036793661,-0.099207264
13.7405,0.58,5.3952,469.288,-0.034840958,-0.102049337
13.7405,0.59,5.3952,470.71,-0.032955103,-0.104911727
13.7405,0.6,5.3952,472.175,-0.031136757,-0.107796814
13.7405,0.61,5.3952,473.685,-0.029382468,-0.110702537
13.7405,0.62,5.3952,475.242,-0.027690878,-0.11362905
13.7405,0.63,5.3952,476.85,-0.026062701,-0.116576514
13.7405,0.64,5.3952,478.51,-0.024495582,-0.119545087
13.7405,0.65,5.3952,480.227,-0.022988216,-0.122532672
13.7405,0.66,5.3952,482.003,-0.021539314,-0.125541681
13.7405,0.67,5.3952,483.842,-0.020147607,-0.128571144
13.7405,0.68,5.3952,485.749,-0.018811838,-0.131620077
13.7405,0.69,5.3952,487.727,-0.017531788,-0.134690922
13.7405,0.7,5.3952,489.781,-0.016306227,-0.137781555
13.7405,0.71,5.3952,491.916,-0.015131912,-0.140893282
13.7405,0.72,5.3952,494.139,-0.014010693,-0.144025117
13.7405,0.73,5.3952,496.454,-0.012940367,-0.147179535
13.7405,0.74,5.3952,498.868,-0.011918747,-0.150355557
13.7405,0.75,5.3952,501.389,-0.010946697,-0.153553358
13.7405,0.76,5.3952,504.024,-0.010022053,-0.156774285
13.7405,0.77,5.3952,506.781,-0.009143676,-0.160018529
13.7405,0.78,5.3952,509.67,-0.008312453,-0.163286283
13.7405,0.79,5.3952,512.7,-0.007525244,-0.166578925
13.7405,0.8,5.3952,515.882,-0.006782952,-0.169896666
13.7405,0.81,5.3952,519.226,-0.006082461,-0.173240911
13.7405,0.82,5.3952,522.744,-0.005425692,-0.176611888
13.7405,0.83,5.3952,526.448,-0.004809547,-0.180009831
13.7405,0.84,5.3952,530.348,-0.004234955,-0.183436178
13.7405,0.85,5.3952,534.457,-0.003699836,-0.186892387
13.7405,0.86,5.3952,538.784,-0.003204128,-0.190377519
13.7405,0.87,5.3952,543.338,-0.002746769,-0.193890621
13.7405,0.88,5.3952,548.123,-0.002326705,-0.197433164
13.7405,0.89,5.3952,553.142,-0.001943888,-0.201002973
13.7405,0.9,5.3952,558.391,-0.001597275,-0.204599068
13.7405,0.91,5.3952,563.857,-0.001286828,-0.208219225
13.7405,0.92,5.3952,569.524,-0.00101051,-0.211859951
13.7405,0.93,5.3952,575.362,-0.000769296,-0.215516462
13.7405,0.94,5.3952,581.336,-0.000562158,-0.219183901
13.7405,0.95,5.3952,587.407,-0.000388075,-0.222857342
13.7405,0.96,5.3952,593.522,-0.000247031,-0.226530531
13.7405,0.97,5.3952,599.631,-0.00013801,-0.230198378
13.7405,0.98,5.3952,605.683,-6.1002e-05,-0.233854459
13.7405,0.99,5.3952,611.628,-1.5e-05,-0.237493521
13.7405,1.0,5.3952,617.423,0.0,-0.241111513
5.3952,0.0,13.7405,617.423,-0.241111513,0.0
5.3952,0.01,13.7405,611.628,-0.237493521,-1.5e-05
5.3952,0.02,13.7405,605.683,-0.233854459,-6.1002e-05
5.3952,0.03,13.7405,599.631,-0.230198378,-0.00013801
5.3952,0.04,13.7405,593.522,-0.226530531,-0.000247031
5.3952,0.05,13.7405,587.407,-0.222857342,-0.000388075
5.3952,0.06,13.7405,581.336,-0.219183901,-0.000562158
5.3952,0.07,13.7405,575.362,-0.215516462,-0.000769296
5.3952,0.08,13.7405,569.524,-0.211859951,-0.00101051
5.3952,0.09,13.7405,563.857,-0.208219225,-0.001286828
5.3952,0.1,13.7405,558.391,-0.204599068,-0.001597275
5.3952,0.11,13.7405,553.142,-0.201002973,-0.001943888
5.3952,0.12,13.7405,548.123,-0.197433164,-0.002326705
5.3952,0.13,13.7405,543.338,-0.193890621,-0.002746769
5.3952,0.14,13.7405,538.784,-0.190377519,-0.003204128
5.3952,0.15,13.7405,534.457,-0.186892387,-0.003699836
5.3952,0.16,13.7405,530.348,-0.183436178,-0.004234955
5.3952,0.17,13.7405,526.448,-0.180009831,-0.004809547
5.3952,0.18,13.7405,522.744,-0.176611888,-0.005425692
5.3952,0.19,13.7405,519.226,-0.173240911,-0.006082461
5.3952,0.2,13.7405,515.882,-0.169896666,-0.006782952
5.3952,0.21,13.7405,512.7,-0.166578925,-0.007525244
5.3952,0.22,13.7405,509.67,-0.163286283,-0.008312453
5.3952,0.23,13.7405,506.781,-0.160018529,-0.009143676
5.3952,0.24,13.7405,504.024,-0.156774285,-0.010022053
5.3952,0.25,13.7405,501.389,-0.153553358,-0.010946697
5.3952,0.26,13.7405,498.868,-0.150355557,-0.011918747
5.3952,0.27,13.7405,496.454,-0.147179535,-0.012940367
5.3952,0.28,13.7405,494.139,-0.144025117,-0.014010693
5.3952,0.29,13.7405,491.916,-0.140893282,-0.015131912
5.3952,0.3,13.7405,489.781,-0.137781555,-0.016306227
5.3952,0.31,13.7405,487.727,-0.134690922,-0.017531788
5.3952,0.32,13.7405,485.749,-0.131620077,-0.018811838
5.3952,0.33,13.7405,483.842,-0.128571144,-0.020147607
5.3952,0.34,13.7405,482.003,-0.125541681,-0.021539314
5.3952,0.35,13.7405,480.227,-0.122532672,-0.022988216
5.3952,0.36,13.7405,478.51,-0.119545087,-0.024495582
5.3952,0.37,13.7405,476.85,-0.116576514,-0.026062701
5.3952,0.38,13.7405,475.242,-0.11362905,-0.027690878
5.3952,0.39,13.7405,473.685,-0.110702537,-0.029382468
5.3952,0.4,13.7405,472.175,-0.107796814,-0.031136757
5.3952,0.41,13.7405,470.71,-0.104911727,-0.032955103
5.3952,0.42,13.7405,469.288,-0.102049337,-0.034840958
5.3952,0.43,13.7405,467.906,-0.099207264,-0.036793661
5.3952,0.44,13.7405,466.563,-0.09638756,-0.038815675
5.3952,0.45,13.7405,465.257,-0.093591158,-0.040908457
5.3952,0.46,13.7405,463.986,-0.09081679,-0.043072442
5.3952,0.47,13.7405,462.748,-0.088065387,-0.045310176
5.3952,0.48,13.7405,461.543,-0.085338958,-0.047623195
5.3952,0.49,13.7405,460.367,-0.082636235,-0.05001201
5.3952,0.5,13.7405,459.221,-0.079958128,-0.052479261
5.3952,0.51,13.7405,458.104,-0.07730554,-0.055025514
5.3952,0.52,13.7405,457.012,-0.074679366,-0.057653478
5.3952,0.53,13.7405,455.947,-0.07208049,-0.060363781
5.3952,0.54,13.7405,454.907,-0.069507647,-0.063158141
5.3952,0.55,13.7405,453.89,-0.06696386,-0.06603938
5.3952,0.56,13.7405,452.896,-0.064449992,-0.069008229
5.3952,0.57,13.7405,451.925,-0.061964769,-0.072066519
5.3952,0.58,13.7405,450.975,-0.059510118,-0.075216124
5.3952,0.59,13.7405,450.045,-0.057087946,-0.078458962
5.3952,0.6,13.7405,449.135,-0.054696975,-0.08179591
5.3952,0.61,13.7405,448.245,-0.052340158,-0.085230055
5.3952,0.62,13.7405,447.373,-0.050017267,-0.088762364
5.3952,0.63,13.7405,446.519,-0.047730176,-0.092394933
5.3952,0.64,13.7405,445.682,-0.045478653,-0.096129916
5.3952,0.65,13.7405,444.863,-0.043264558,-0.099968413
5.3952,0.66,13.7405,444.06,-0.041089739,-0.103912675
5.3952,0.67,13.7405,443.273,-0.038954988,-0.107963902
5.3952,0.68,13.7405,442.501,-0.036860062,-0.112124451
5.3952,0.69,13.7405,441.744,-0.03480886,-0.116395624
5.3952,0.7,13.7405,441.003,-0.03280009,-0.120779897
5.3952,0.71,13.7405,440.275,-0.030835567,-0.125278683
5.3952,0.72,13.7405,439.562,-0.028918128,-0.129893447
5.3952,0.73,13.7405,438.862,-0.027047508,-0.134625705
5.3952,0.74,13.7405,438.175,-0.02522653,-0.139475883
5.3952,0.75,13.7405,437.502,-0.023454929,-0.144447904
5.3952,0.76,13.7405,436.841,-0.021736536,-0.149541153
5.3952,0.77,13.7405,436.193,-0.020070063,-0.154757364
5.3952,0.78,13.7405,435.557,-0.01845933,-0.160098332
5.3952,0.79,13.7405,434.933,-0.016904072,-0.16556356
5.3952,0.8,13.7405,434.321,-0.015408097,-0.17115375
5.3952,0.81,13.7405,433.72,-0.013970129,-0.176872032
5.3952,0.82,13.7405,433.131,-0.012594985,-0.182715634
5.3952,0.83,13.7405,432.552,-0.011281396,-0.188685363
5.3952,0.84,13.7405,431.985,-0.010033164,-0.194782068
5.3952,0.85,13.7405,431.428,-0.008851055,-0.201005418
5.3952,0.86,13.7405,430.882,-0.007735845,-0.207351406
5.3952,0.87,13.7405,430.347,-0.00669033,-0.213822131
5.3952,0.88,13.7405,429.822,-0.005716307,-0.220412285
5.3952,0.89,13.7405,429.307,-0.004814571,-0.227122708
5.3952,0.9,13.7405,428.801,-0.003985933,-0.233946696
5.3952,0.91,13.7405,428.306,-0.003233221,-0.24088246
5.3952,0.92,13.7405,427.821,-0.002556264,-0.247925605
5.3952,0.93,13.7405,427.345,-0.001957915,-0.255067749
5.3952,0.94,13.7405,426.878,-0.001438033,-0.262304166
5.3952,0.95,13.7405,426.421,-0.000997497,-0.269624758
5.3952,0.96,13.7405,425.973,-0.000637203,-0.277021763
5.3952,0.97,13.7405,425.533,-0.000357064,-0.284483194
5.3952,0.98,13.7405,425.103,-0.000158012,-0.291995361
5.3952,0.99,13.7405,424.681,-3.9001e-05,-0.299545499
5.3952,1.0,13.7405,424.268,0.0,-0.307112289
13.7405,0.0,4.5972,409.319,-0.703355105,0.0
13.7405,0.01,4.5972,409.714,-0.669340814,-0.000167014
13.7405,0.02,4.5972,410.126,-0.637436258,-0.000646209
13.7405,0.03,4.5972,410.554,-0.607457677,-0.001402984
13.7405,0.04,4.5972,410.997,-0.579243661,-0.002411906
13.7405,0.05,4.5972,411.454,-0.552649856,-0.003646641
13.7405,0.06,4.5972,411.925,-0.52754461,-0.005084906
13.7405,0.07,4.5972,412.409,-0.503813599,-0.006708451
13.7405,0.08,4.5972,412.906,-0.481350967,-0.008500023
13.7405,0.09,4.5972,413.415,-0.460065972,-0.010445363
13.7405,0.1,4.5972,413.936,-0.439871787,-0.012528151
13.7405,0.11,4.5972,414.468,-0.420693981,-0.014739089
13.7405,0.12,4.5972,415.012,-0.402460128,-0.017064779
13.7405,0.13,4.5972,415.568,-0.385109692,-0.019497854
