r_1,x_1,r_2,T,gamma_1,gamma_2
11.275,0.41,5.1742,392.538,-0.040923041,-0.023499974
11.275,0.42,5.1742,393.289,-0.039431295,-0.024687238
11.275,0.43,5.1742,394.057,-0.037968777,-0.025901568
11.275,0.44,5.1742,394.843,-0.036537436,-0.027142035
11.275,0.45,5.1742,395.647,-0.035136107,-0.028408734
11.275,0.46,5.1742,396.471,-0.033764664,-0.029701762
11.275,0.47,5.1742,397.315,-0.032424023,-0.03102019
11.275,0.48,5.1742,398.18,-0.031114061,-0.032364113
11.275,0.49,5.1742,399.067,-0.02983363,-0.0337326
11.275,0.5,5.1742,399.977,-0.028582619,-0.03512782
11.275,0.51,5.1742,400.91,-0.027362975,-0.036546771
11.275,0.52,5.1742,401.869,-0.026172532,-0.037991629
11.275,0.53,5.1742,402.854,-0.025011188,-0.039461462
11.275,0.54,5.1742,403.866,-0.023880892,-0.040955337
11.275,0.55,5.1742,404.908,-0.022778471,-0.042474401
11.275,0.56,5.1742,405.979,-0.021706899,-0.044018765
11.275,0.57,5.1742,407.083,-0.020663017,-0.045587498
11.275,0.58,5.1742,408.22,-0.019648779,-0.04718071
11.275,0.59,5.1742,409.392,-0.018664096,-0.048798514
11.275,0.6,5.1742,410.603,-0.017706845,-0.050442078
11.275,0.61,5.1742,411.852,-0.016777966,-0.05211047
11.275,0.62,5.1742,413.144,-0.015877381,-0.053803812
11.275,0.63,5.1742,414.48,-0.015003999,-0.055522224
11.275,0.64,5.1742,415.864,-0.014158764,-0.057265831
11.275,0.65,5.1742,417.298,-0.013340591,-0.059036883
11.275,0.66,5.1742,418.786,-0.012550428,-0.060833394
11.275,0.67,5.1742,420.331,-0.011786185,-0.06265656
11.275,0.68,5.1742,421.937,-0.011048814,-0.064506522
11.275,0.69,5.1742,423.61,-0.010337246,-0.066384491
11.275,0.7,5.1742,425.353,-0.009652435,-0.068290618
11.275,0.71,5.1742,427.173,-0.008993319,-0.070226132
11.275,0.72,5.1742,429.075,-0.008358838,-0.072191195
11.275,0.73,5.1742,431.066,-0.007750961,-0.074188129
11.275,0.74,5.1742,433.153,-0.007167626,-0.076216039
11.275,0.75,5.1742,435.346,-0.00660879,-0.078277267
11.275,0.76,5.1742,437.653,-0.006074412,-0.080372012
11.275,0.77,5.1742,440.086,-0.005565458,-0.082503734
11.275,0.78,5.1742,442.656,-0.005078876,-0.084672659
11.275,0.79,5.1742,445.378,-0.00461664,-0.086881204
11.275,0.8,5.1742,448.266,-0.004178719,-0.089131805
11.275,0.81,5.1742,451.339,-0.003763071,-0.091426929
11.275,0.82,5.1742,454.617,-0.003370674,-0.09376797
11.275,0.83,5.1742,458.124,-0.0030015,-0.096160741
11.275,0.84,5.1742,461.884,-0.002653517,-0.098606707
11.275,0.85,5.1742,465.929,-0.002328709,-0.101109564
11.275,0.86,5.1742,470.292,-0.002026051,-0.10367527
11.275,0.87,5.1742,475.01,-0.001745523,-0.106306519
11.275,0.88,5.1742,480.123,-0.001486104,-0.109008272
11.275,0.89,5.1742,485.674,-0.001247778,-0.111784438
11.275,0.9,5.1742,491.703,-0.001030531,-0.114637862
11.275,0.91,5.1742,498.247,-0.000834348,-0.117572558
11.275,0.92,5.1742,505.33,-0.000659217,-0.120584707
11.275,0.93,5.1742,512.953,-0.000505128,-0.123672721
11.275,0.94,5.1742,521.093,-0.000371069,-0.12682706
11.275,0.95,5.1742,529.719,-0.000258033,-0.130038073
11.275,0.96,5.1742,539.147,-0.000165014,-0.133346267
11.275,0.97,5.1742,548.194,-9.3004e-05,-0.136582901
11.275,0.98,5.1742,555.962,-4.1001e-05,-0.139638
11.275,0.99,5.1742,563.045,-1e-05,-0.142596356
11.275,1.0,5.1742,569.651,0.0,-0.14549062
5.1742,0.0,11.275,569.651,-0.14549062,0.0
5.1742,0.01,11.275,563.045,-0.142596356,-1e-05
5.1742,0.02,11.275,555.962,-0.139638,-4.1001e-05
5.1742,0.03,11.275,548.194,-0.136582901,-9.3004e-05
5.1742,0.04,11.275,539.147,-0.133346267,-0.000165014
5.1742,0.05,11.275,529.719,-0.130038073,-0.000258033
5.1742,0.06,11.275,521.093,-0.12682706,-0.000371069
5.1742,0.07,11.275,512.953,-0.123672721,-0.000505128
5.1742,0.08,11.275,505.33,-0.120584707,-0.000659217
5.1742,0.09,11.275,498.247,-0.117572558,-0.000834348
5.1742,0.1,11.275,491.703,-0.114637862,-0.001030531
5.1742,0.11,11.275,485.674,-0.111784438,-0.001247778
5.1742,0.12,11.275,480.123,-0.109008272,-0.001486104
5.1742,0.13,11.275,475.01,-0.106306519,-0.001745523
5.1742,0.14,11.275,470.292,-0.10367527,-0.002026051
5.1742,0.15,11.275,465.929,-0.101109564,-0.002328709
5.1742,0.16,11.275,461.884,-0.098606707,-0.002653517
5.1742,0.17,11.275,458.124,-0.096160741,-0.0030015
5.1742,0.18,11.275,454.617,-0.09376797,-0.003370674
5.1742,0.19,11.275,451.339,-0.091426929,-0.003763071
5.1742,0.2,11.275,448.266,-0.089131805,-0.004178719
5.1742,0.21,11.275,445.378,-0.086881204,-0.00461664
5.1742,0.22,11.275,442.656,-0.084672659,-0.005078876
5.1742,0.23,11.275,440.086,-0.082503734,-0.005565458
5.1742,0.24,11.275,437.653,-0.080372012,-0.006074412
5.1742,0.25,11.275,435.346,-0.078277267,-0.00660879
5.1742,0.26,11.275,433.153,-0.076216039,-0.007167626
5.1742,0.27,11.275,431.066,-0.074188129,-0.007750961
5.1742,0.28,11.275,429.075,-0.072191195,-0.008358838
5.1742,0.29,11.275,427.173,-0.070226132,-0.008993319
5.1742,0.3,11.275,425.353,-0.068290618,-0.009652435
5.1742,0.31,11.275,423.61,-0.066384491,-0.010337246
5.1742,0.32,11.275,421.937,-0.064506522,-0.011048814
5.1742,0.33,11.275,420.331,-0.06265656,-0.011786185
5.1742,0.34,11.275,418.786,-0.060833394,-0.012550428
5.1742,0.35,11.275,417.298,-0.059036883,-0.013340591
5.1742,0.36,11.275,415.864,-0.057265831,-0.014158764
5.1742,0.37,11.275,414.48,-0.055522224,-0.015003999
5.1742,0.38,11.275,413.144,-0.053803812,-0.015877381
5.1742,0.39,11.275,411.852,-0.05211047,-0.016777966
5.1742,0.4,11.275,410.603,-0.050442078,-0.017706845
5.1742,0.41,11.275,409.392,-0.048798514,-0.018664096
5.1742,0.42,11.275,408.22,-0.04718071,-0.019648779
5.1742,0.43,11.275,407.083,-0.045587498,-0.020663017
5.1742,0.44,11.275,405.979,-0.044018765,-0.021706899
5.1742,0.45,11.275,404.908,-0.042474401,-0.022778471
5.1742,0.46,11.275,403.866,-0.040955337,-0.023880892
5.1742,0.47,11.275,402.854,-0.039461462,-0.025011188
5.1742,0.48,11.275,401.869,-0.037991629,-0.026172532
5.1742,0.49,11.275,400.91,-0.036546771,-0.027362975
5.1742,0.5,11.275,399.977,-0.03512782,-0.028582619
5.1742,0.51,11.275,399.067,-0.0337326,-0.02983363
5.1742,0.52,11.275,398.18,-0.032364113,-0.031114061
5.1742,0.53,11.275,397.315,-0.03102019,-0.032424023
5.1742,0.54,11.275,396.471,-0.029701762,-0.033764664
5.1742,0.55,11.275,395.647,-0.028408734,-0.035136107
5.1742,0.56,11.275,394.843,-0.027142035,-0.036537436
5.1742,0.57,11.275,394.057,-0.025901568,-0.037968777
5.1742,0.58,11.275,393.289,-0.024687238,-0.039431295
5.1742,0.59,11.275,392.538,-0.023499974,-0.040923041
5.1742,0.6,11.275,391.804,-0.02233866,-0.042445186
5.1742,0.61,11.275,391.086,-0.021205251,-0.043996821
5.1742,0.62,11.275,390.383,-0.020098631,-0.045578078
5.1742,0.63,11.275,389.696,-0.019019734,-0.047189097
5.1742,0.64,11.275,389.022,-0.01796847,-0.048828965
5.1742,0.65,11.275,388.363,-0.016944755,-0.050497821
5.1742,0.66,11.275,387.716,-0.015950536,-0.052194753
5.1742,0.67,11.275,387.083,-0.014983697,-0.053919899
5.1742,0.68,11.275,386.463,-0.014046187,-0.055672342
5.1742,0.69,11.275,385.855,-0.013137926,-0.057451163
5.1742,0.7,11.275,385.258,-0.012258833,-0.059256496
5.1742,0.71,11.275,384.674,-0.011409845,-0.061087416
5.1742,0.72,11.275,384.1,-0.010590886,-0.062942995
5.1742,0.73,11.275,383.537,-0.009800872,-0.064822295
5.1742,0.74,11.275,382.985,-0.009042763,-0.066723306
5.1742,0.75,11.275,382.443,-0.008313461,-0.068647217
5.1742,0.76,11.275,381.911,-0.007615928,-0.07058986
5.1742,0.77,11.275,381.388,-0.006950096,-0.072552413
5.1742,0.78,11.275,380.875,-0.006313891,-0.074531754
5.1742,0.79,11.275,380.372,-0.005709267,-0.076526895
5.1742,0.8,11.275,379.877,-0.005137173,-0.07853576
5.1742,0.81,11.275,379.391,-0.004595543,-0.08055734
5.1742,0.82,11.275,378.913,-0.004085334,-0.082587359
5.1742,0.83,11.275,378.444,-0.003606496,-0.084624773
5.1742,0.84,11.275,377.982,-0.003159988,-0.086667436
5.1742,0.85,11.275,377.529,-0.002744763,-0.088711002
5.1742,0.86,11.275,377.083,-0.002359782,-0.090753278
5.1742,0.87,11.275,376.645,-0.002007013,-0.092790956
5.1742,0.88,11.275,376.214,-0.001684418,-0.0948207
5.1742,0.89,11.275,375.79,-0.00139297,-0.096836945
5.1742,0.9,11.275,375.374,-0.001130639,-0.098836289
5.1742,0.91,11.275,374.964,-0.000898403,-0.100815305
5.1742,0.92,11.275,374.56,-0.000695242,-0.102766106
5.1742,0.93,11.275,374.163,-0.000521136,-0.104685188
5.1742,0.94,11.275,373.772,-0.00037307,-0.106565686
5.1742,0.95,11.275,373.387,-0.000253032,-0.108400688
5.1742,0.96,11.275,373.0085,-0.000157012,-0.110183237
5.1742,0.97,11.275,372.6355,-8.6004e-05,-0.111906337
5.1742,0.98,11.275,372.2679,-3.7001e-05,-0.113559592
5.1742,0.99,11.275,371.9058,-9e-06,-0.115134795
5.1742,1.0,11.275,371.5489,0.0,-0.116621461
11.275,0.0,4.0464,353.9317,-0.424510322,0.0
11.275,0.01,4.0464,354.2799,-0.412387009,-6.2002e-05
11.275,0.02,4.0464,354.6367,-0.400417867,-0.000249031
11.275,0.03,4.0464,355.0023,-0.388624215,-0.000558156
11.275,0.04,4.0464,355.3768,-0.377020519,-0.000988488
11.275,0.05,4.0464,355.7602,-0.365617668,-0.001538182
11.275,0.06,4.0464,356.1526,-0.354426046,-0.002204428
11.275,0.07,4.0464,356.554,-0.343455563,-0.002985452
11.275,0.08,4.0464,356.9646,-0.332708728,-0.003877508
11.275,0.09,4.0464,357.3844,-0.322192085,-0.004878882
11.275,0.1,4.0464,357.8134,-0.311906461,-0.005984874
11.275,0.11,4.0464,358.2518,-0.301855374,-0.007193814
11.275,0.12,4.0464,358.6995,-0.292038213,-0.008501032
11.275,0.13,4.0464,359.1567,-0.282454427,-0.009905902
11.275,0.14,4.0464,359.6235,-0.273104838,-0.011402765
11.275,0.15,4.0464,360.0998,-0.263986379,-0.012990006
11.275,0.16,4.0464,360.586,-0.255097432,-0.014663993
11.275,0.17,4.0464,361.0819,-0.246436488,-0.016422108
11.275,0.18,4.0464,361.5878,-0.237999608,-0.018260717
11.275,0.19,4.0464,362.1038,-0.229784302,-0.020178218
11.275,0.2,4.0464,362.63,-0.221785724,-0.02217097
11.275,0.21,4.0464,363.1666,-0.214002954,-0.024236342
11.275,0.22,4.0464,363.7137,-0.20643025,-0.026371696
11.275,0.23,4.0464,364.2714,-0.199064542,-0.028574387
11.275,0.24,4.0464,364.8401,-0.1919017,-0.030841755
11.275,0.25,4.0464,365.4198,-0.184937776,-0.033171129
11.275,0.26,4.0464,366.0107,-0.178168991,-0.035560859
11.275,0.27,4.0464,366.6132,-0.171590541,-0.038009287
11.275,0.28,4.0464,367.2274,-0.165200168,-0.040512667
11.275,0.29,4.0464,367.8536,-0.158991042,-0.04306931
11.275,0.3,4.0464,368.4921,-0.152962386,-0.045677513
11.275,0.31,4.0464,369.1432,-0.147107707,-0.048334518
11.275,0.32,4.0464,369.8071,-0.141424173,-0.051040695
11.275,0.33,4.0464,370.4843,-0.135906783,-0.053791148
11.275,0.34,4.0464,371.175,-0.130552975,-0.056586225
11.275,0.35,4.0464,371.8796,-0.125359162,-0.059424155
11.275,0.36,4.0464,372.5986,-0.120319625,-0.06230209
11.275,0.37,4.0464,373.332,-0.115433298,-0.065219286
11.275,0.38,4.0464,374.081,-0.110694717,-0.068173921
11.275,0.39,4.0464,374.846,-0.10610079,-0.071164156
11.275,0.4,4.0464,375.627,-0.101647418,-0.074190283
11.275,0.41,4.0464,376.425,-0.097332824,-0.077249363
11.275,0.42,4.0464,377.24,-0.093153108,-0.080340585
11.275,0.43,4.0464,378.073,-0.089104475,-0.083463134
11.275,0.44,4.0464,378.924,-0.085183231,-0.086616182
11.275,0.45,4.0464,379.795,-0.081387945,-0.089796707
11.275,0.46,4.0464,380.686,-0.077714005,-0.093006036
11.275,0.47,4.0464,381.598,-0.07415905,-0.096241113
11.275,0.48,4.0464,382.532,-0.070720792,-0.099503258
11.275,0.49,4.0464,383.488,-0.067394863,-0.102789379
11.275,0.5,4.0464,384.468,-0.064180185,-0.106099678
11.275,0.51,4.0464,385.473,-0.061073598,-0.109433242
11.275,0.52,4.0464,386.503,-0.058072008,-0.112789151
11.275,0.53,4.0464,387.561,-0.055172387,-0.116167591
11.275,0.54,4.0464,388.647,-0.052373878,-0.1195665
11.275,0.55,4.0464,389.762,-0.049673554,-0.122986048
11.275,0.56,4.0464,390.909,-0.047067499,-0.126425272
11.275,0.57,4.0464,392.088,-0.044554995,-0.129884337
11.275,0.58,4.0464,393.303,-0.042134314,-0.133362264
11.275,0.59,4.0464,394.553,-0.039801682,-0.136858063
11.275,0.6,4.0464,395.843,-0.03755546,-0.140373029
11.275,0.61,4.0464,397.173,-0.035394044,-0.143905013
11.275,0.62,4.0464,398.546,-0.033314827,-0.147454152
11.275,0.63,4.0464,399.966,-0.031316276,-0.151021747
11.275,0.64,4.0464,401.434,-0.029396885,-0.154605617
11.275,0.65,4.0464,402.954,-0.027553125,-0.158207063
11.275,0.66,4.0464,404.53,-0.02578561,-0.161825053
11.275,0.67,4.0464,406.165,-0.024090869,-0.16545972
11.275,0.68,4.0464,407.864,-0.022467515,-0.169111199
11.275,0.69,4.0464,409.63,-0.020913164,-0.172780815
11.275,0.7,4.0464,411.471,-0.019428517,-0.176467525
11.275,0.71,4.0464,413.39,-0.018009196,-0.18017147
11.275,0.72,4.0464,415.395,-0.016654927,-0.183893992
11.275,0.73,4.0464,417.493,-0.015365446,-0.187635249
11.275,0.74,4.0464,419.692,-0.01413645,-0.1913954
11.275,0.75,4.0464,422.0,-0.012968732,-0.195174604
11.275,0.76,4.0464,424.429,-0.011861065,-0.198976687
11.275,0.77,4.0464,426.989,-0.01081022,-0.202799404
11.275,0.78,4.0464,429.694,-0.00981602,-0.206645397
11.275,0.79,4.0464,432.559,-0.008877287,-0.210516114
11.275,0.8,4.0464,435.601,-0.007992858,-0.214413024
11.275,0.81,4.0464,438.839,-0.007161583,-0.218338862
11.275,0.82,4.0464,442.295,-0.006381317,-0.222293912
11.275,0.83,4.0464,445.997,-0.005651942,-0.226282222
11.275,0.84,4.0464,449.973,-0.004971337,-0.230305386
11.275,0.85,4.0464,454.257,-0.004339402,-0.234367555
11.275,0.86,4.0464,458.888,-0.003754038,-0.238471679
11.275,0.87,4.0464,463.909,-0.003215163,-0.242622031
11.275,0.88,4.0464,469.368,-0.0027217,-0.246820399
11.275,0.89,4.0464,475.316,-0.00227258,-0.251071172
11.275,0.9,4.0464,481.803,-0.001865739,-0.255377529
11.275,0.91,4.0464,488.874,-0.001502128,-0.259741407
11.275,0.92,4.0464,496.559,-0.001179696,-0.264159575
11.275,0.93,4.0464,504.862,-0.000897403,-0.268628745
11.275,0.94,4.0464,513.743,-0.000655215,-0.273139004
11.275,0.95,4.0464,523.112,-0.000453103,-0.277676298
11.275,0.96,4.0464,532.821,-0.000288041,-0.282219685
11.275,0.97,4.0464,542.69,-0.000161013,-0.286749174
11.275,0.98,4.0464,552.676,-7.1003e-05,-0.291260467
11.275,0.99,4.0464,561.743,-1.8e-05,-0.295655106
11.275,1.0,4.0464,569.651,0.0,-0.29991796
4.0464,0.0,11.275,569.651,-0.29991796,0.0
4.0464,0.01,11.275,561.743,-0.295655106,-1.8e-05
4.0464,0.02,11.275,552.676,-0.291260467,-7.1003e-05
4.0464,0.03,11.275,542.69,-0.286749174,-0.000161013
4.0464,0.04,11.275,532.821,-0.282219685,-0.000288041
4.0464,0.05,11.275,523.112,-0.277676298,-0.000453103
4.0464,0.06,11.275,513.743,-0.273139004,-0.000655215
4.0464,0.07,11.275,504.862,-0.268628745,-0.000897403
4.0464,0.08,11.275,496.559,-0.264159575,-0.001179696
4.0464,0.09,11.275,488.874,-0.259741407,-0.001502128
4.0464,0.1,11.275,481.803,-0.255377529,-0.001865739
4.0464,0.11,11.275,475.316,-0.251071172,-0.00227258
4.0464,0.12,11.275,469.368,-0.246820399,-0.0027217
4.0464,0.13,11.275,463.909,-0.242622031,-0.003215163
4.0464,0.14,11.275,458.888,-0.238471679,-0.003754038
4.0464,0.15,11.275,454.257,-0.234367555,-0.004339402
4.0464,0.16,11.275,449.973,-0.230305386,-0.004971337
4.0464,0.17,11.275,445.997,-0.226282222,-0.005651942
4.0464,0.18,11.275,442.295,-0.222293912,-0.006381317
4.0464,0.19,11.275,438.839,-0.218338862,-0.007161583
4.0464,0.2,11.275,435.601,-0.214413024,-0.007992858
4.0464,0.21,11.275,432.559,-0.210516114,-0.008877287
4.0464,0.22,11.275,429.694,-0.206645397,-0.00981602
4.0464,0.23,11.275,426.989,-0.202799404,-0.01081022
4.0464,0.24,11.275,424.429,-0.198976687,-0.011861065
4.0464,0.25,11.275,422.0,-0.195174604,-0.012968732
4.0464,0.26,11.275,419.692,-0.1913954,-0.01413645
4.0464,0.27,11.275,417.493,-0.187635249,-0.015365446
4.0464,0.28,11.275,415.395,-0.183893992,-0.016654927
4.0464,0.29,11.275,413.39,-0.18017147,-0.018009196
4.0464,0.3,11.275,411.471,-0.176467525,-0.019428517
4.0464,0.31,11.275,409.63,-0.172780815,-0.020913164
4.0464,0.32,11.275,407.864,-0.169111199,-0.022467515
4.0464,0.33,11.275,406.165,-0.16545972,-0.024090869
4.0464,0.34,11.275,404.53,-0.161825053,-0.02578561
4.0464,0.35,11.275,402.954,-0.158207063,-0.027553125
4.0464,0.36,11.275,401.434,-0.154605617,-0.029396885
4.0464,0.37,11.275,399.966,-0.151021747,-0.031316276
4.0464,0.38,11.275,398.546,-0.147454152,-0.033314827
4.0464,0.39,11.275,397.173,-0.143905013,-0.035394044
4.0464,0.4,11.275,395.843,-0.140373029,-0.03755546
4.0464,0.41,11.275,394.553,-0.136858063,-0.039801682
4.0464,0.42,11.275,393.303,-0.133362264,-0.042134314
4.0464,0.43,11.275,392.088,-0.129884337,-0.044554995
4.0464,0.44,11.275,390.909,-0.126425272,-0.047067499
4.0464,0.45,11.275,389.762,-0.122986048,-0.049673554
4.0464,0.46,11.275,388.647,-0.1195665,-0.052373878
4.0464,0.47,11.275,387.561,-0.116167591,-0.055172387
4.0464,0.48,11.275,386.503,-0.112789151,-0.058072008
4.0464,0.49,11.275,385.473,-0.109433242,-0.061073598
4.0464,0.5,11.275,384.468,-0.106099678,-0.064180185
4.0464,0.51,11.275,383.488,-0.102789379,-0.067394863
4.0464,0.52,11.275,382.532,-0.099503258,-0.070720792
4.0464,0.53,11.275,381.598,-0.096241113,-0.07415905
4.0464,0.54,11.275,380.686,-0.093006036,-0.077714005
4.0464,0.55,11.275,379.795,-0.089796707,-0.081387945
4.0464,0.56,11.275,378.924,-0.086616182,-0.085183231
4.0464,0.57,11.275,378.073,-0.083463134,-0.089104475
4.0464,0.58,11.275,377.24,-0.080340585,-0.093153108
4.0464,0.59,11.275,376.425,-0.077249363,-0.097332824
4.0464,0.6,11.275,375.627,-0.074190283,-0.101647418
4.0464,0.61,11.275,374.846,-0.071164156,-0.10610079
4.0464,0.62,11.275,374.081,-0.068173921,-0.110694717
4.0464,0.63,11.275,373.332,-0.065219286,-0.115433298
4.0464,0.64,11.275,372.5986,-0.06230209,-0.120319625
4.0464,0.65,11.275,371.8796,-0.059424155,-0.125359162
4.0464,0.66,11.275,371.175,-0.056586225,-0.130552975
4.0464,0.67,11.275,370.4843,-0.053791148,-0.135906783
4.0464,0.68,11.275,369.8071,-0.051040695,-0.141424173
4.0464,0.69,11.275,369.1432,-0.048334518,-0.147107707
4.0464,0.7,11.275,368.4921,-0.045677513,-0.152962386
4.0464,0.71,11.275,367.8536,-0.04306931,-0.158991042
4.0464,0.72,11.275,367.2274,-0.040512667,-0.165200168
4.0464,0.73,11.275,366.6132,-0.038009287,-0.171590541
4.0464,0.74,11.275,366.0107,-0.035560859,-0.178168991
4.0464,0.75,11.275,365.4198,-0.033171129,-0.184937776
4.0464,0.76,11.275,364.8401,-0.030841755,-0.1919017
4.0464,0.77,11.275,364.2714,-0.028574387,-0.199064542
4.0464,0.78,11.275,363.7137,-0.026371696,-0.20643025
4.0464,0.79,11.275,363.1666,-0.024236342,-0.214002954
4.0464,0.8,11.275,362.63,-0.02217097,-0.221785724
4.0464,0.81,11.275,362.1038,-0.020178218,-0.229784302
4.0464,0.82,11.275,361.5878,-0.018260717,-0.237999608
4.0464,0.83,11.275,361.0819,-0.016422108,-0.246436488
4.0464,0.84,11.275,360.586,-0.014663993,-0.255097432
4.0464,0.85,11.275,360.0998,-0.012990006,-0.263986379
4.0464,0.86,11.275,359.6235,-0.011402765,-0.273104838
4.0464,0.87,11.275,359.1567,-0.009905902,-0.282454427
4.0464,0.88,11.275,358.6995,-0.008501032,-0.292038213
4.0464,0.89,11.275,358.2518,-0.007193814,-0.301855374
4.0464,0.9,11.275,357.8134,-0.005984874,-0.311906461
4.0464,0.91,11.275,357.3844,-0.004878882,-0.322192085
4.0464,0.92,11.275,356.9646,-0.003877508,-0.332708728
4.0464,0.93,11.275,356.554,-0.002985452,-0.343455563
4.0464,0.94,11.275,356.1526,-0.002204428,-0.354426046
4.0464,0.95,11.275,355.7602,-0.001538182,-0.365617668
4.0464,0.96,11.275,355.3768,-0.000988488,-0.377020519
4.0464,0.97,11.275,355.0023,-0.000558156,-0.388624215
4.0464,0.98,11.275,354.6367,-0.000249031,-0.400417867
4.0464,0.99,11.275,354.2799,-6.2002e-05,-0.412387009
4.0464,1.0,11.275,353.9317,0.0,-0.424510322
2.5755,0.0,7.1974,447.459,1.838227893,0.0
2.5755,0.01,7.1974,418.012,1.968501601,0.000219976
2.5755,0.02,7.1974,400.049,2.034803682,0.00098951
2.5755,0.03,7.1974,388.661,2.058433663,0.002377172
2.5755,0.04,7.1974,380.919,2.056644912,0.004400304
2.5755,0.05,7.1974,375.356,2.039393987,0.007045125
2.5755,0.06,7.1974,371.1905,2.012458702,0.010306703
2.5755,0.07,7.1974,367.9753,1.979350452,0.014159283
2.5755,0.08,7.1974,365.4348,1.942297919,0.01856657
2.5755,0.09,7.1974,363.3906,1.90276701,0.023511427
2.5755,0.1,7.1974,361.7215,1.861747179,0.028966394
2.5755,0.11,7.1974,360.3425,1.819920855,0.034903716
2.5755,0.12,7.1974,359.1922,1.77776365,0.041324268
2.5755,0.13,7.1974,358.2248,1.735614072,0.048189984
2.5755,0.14,7.1974,357.4064,1.693707367,0.05549147
2.5755,0.15,7.1974,356.7102,1.652210004,0.063209513
2.5755,0.16,7.1974,356.1177,1.611236294,0.07134344
2.5755,0.17,7.1974,355.6046,1.570896648,0.079873463
2.5755,0.18,7.1974,355.1791,1.531173622,0.088788963
2.5755,0.19,7.1974,354.7837,1.49224995,0.098088136
2.5755,0.2,7.1974,354.4615,1.453990392,0.107759635
2.5755,0.21,7.1974,354.1833,1.416469478,0.117783036
2.5755,0.22,7.1974,353.9371,1.379710233,0.128182111
2.5755,0.23,7.1974,353.7262,1.343681702,0.138926811
2.5755,0.24,7.1974,353.5474,1.308376062,0.150022169
2.5755,0.25,7.1974,353.3925,1.273794532,0.161472382
2.5755,0.26,7.1974,353.2618,1.239915072,0.173263994
2.5755,0.27,7.1974,353.147,1.20673698,0.185400146
2.5755,0.28,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.29,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.3,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.31,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.32,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.33,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.34,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.35,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.36,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.37,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.38,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.39,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.4,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.41,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.42,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.43,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.44,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.45,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.46,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.47,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.48,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.49,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.5,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.51,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.52,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.53,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.54,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.55,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.56,7.1974,353.1384,1.203920803,0.18645467
2.5755,0.57,7.1974,353.1384,1.203920803,0.18645467
