r_1,q_1,x_1,r_2,q_2,x_2,T,gamma_1,gamma_2
3.9243,3.668,0.08,5.1742,4.396,0.92,367.3801,1.606988916,0.023433283
3.9243,3.668,0.09,5.1742,4.396,0.91,367.2038,1.54837707,0.028976108
3.9243,3.668,0.1,5.1742,4.396,0.9,367.0595,1.492168995,0.034952
3.9243,3.668,0.11,5.1742,4.396,0.89,366.9412,1.438243815,0.041353053
3.9243,3.668,0.12,5.1742,4.396,0.88,366.8442,1.386479344,0.048132805
3.9243,3.668,0.13,5.1742,4.396,0.87,366.7649,1.336767926,0.055292786
3.9243,3.668,0.14,5.1742,4.396,0.86,366.7002,1.288995706,0.062796379
3.9243,3.668,0.15,5.1742,4.396,0.85,366.6478,1.243061778,0.070626204
3.9243,3.668,0.16,5.1742,4.396,0.84,366.6056,1.198867796,0.078764969
3.9243,3.668,0.17,5.1742,4.396,0.83,366.572,1.156321292,0.087195527
3.9243,3.668,0.18,5.1742,4.396,0.82,366.5458,1.115338293,0.09591
3.9243,3.668,0.19,5.1742,4.396,0.81,366.5258,1.075838251,0.104891406
3.9243,3.668,0.2,5.1742,4.396,0.8,366.5113,1.037747013,0.114131934
3.9243,3.668,0.21,5.1742,4.396,0.79,366.5013,1.00099211,0.123623723
3.9243,3.668,0.22,5.1742,4.396,0.78,366.4955,0.965515087,0.133341375
3.9243,3.668,0.23,5.1742,4.396,0.77,366.4932,0.931246337,0.143294825
3.9243,3.668,0.24,5.1742,4.396,0.76,366.4941,0.898138981,0.153459012
3.9243,3.668,0.25,5.1742,4.396,0.75,366.4979,0.866133634,0.163843552
3.9243,3.668,0.26,5.1742,4.396,0.74,366.5043,0.835180455,0.174423785
3.9243,3.668,0.27,5.1742,4.396,0.73,366.5132,0.805238493,0.185209051
3.9243,3.668,0.28,5.1742,4.396,0.72,366.5243,0.776260554,0.196191588
3.9243,3.668,0.29,5.1742,4.396,0.71,366.5376,0.748203386,0.207355575
3.9243,3.668,0.3,5.1742,4.396,0.7,366.553,0.721039547,0.218709736
3.9243,3.668,0.31,5.1742,4.396,0.69,366.5705,0.694720942,0.23023038
3.9243,3.668,0.32,5.1742,4.396,0.68,366.59,0.669218151,0.241933902
3.9243,3.668,0.33,5.1742,4.396,0.67,366.6115,0.644503006,0.253812417
3.9243,3.668,0.34,5.1742,4.396,0.66,366.6351,0.620544229,0.265850488
3.9243,3.668,0.35,5.1742,4.396,0.65,366.6609,0.597307861,0.278055889
3.9243,3.668,0.36,5.1742,4.396,0.64,366.6888,0.574780224,0.290413339
3.9243,3.668,0.37,5.1742,4.396,0.63,366.7189,0.552924882,0.302937613
3.9243,3.668,0.38,5.1742,4.396,0.62,366.7515,0.531721771,0.315613337
3.9243,3.668,0.39,5.1742,4.396,0.61,366.7864,0.511157569,0.328440065
3.9243,3.668,0.4,5.1742,4.396,0.6,366.824,0.491196221,0.341424241
3.9243,3.668,0.41,5.1742,4.396,0.59,366.8643,0.471826966,0.354550689
3.9243,3.668,0.42,5.1742,4.396,0.58,366.9074,0.453029124,0.367825544
3.9243,3.668,0.43,5.1742,4.396,0.57,366.9535,0.434790873,0.381240719
3.9243,3.668,0.44,5.1742,4.396,0.56,367.0028,0.417084013,0.39480179
3.9243,3.668,0.45,5.1742,4.396,0.55,367.0555,0.399903002,0.408507143
3.9243,3.668,0.46,5.1742,4.396,0.54,367.1117,0.383219499,0.422348446
3.9243,3.668,0.47,5.1742,4.396,0.53,367.1717,0.367036081,0.436324036
3.9243,3.668,0.48,5.1742,4.396,0.52,367.2356,0.3513327,0.450438474
3.9243,3.668,0.49,5.1742,4.396,0.51,367.3037,0.336086448,0.464689534
3.9243,3.668,0.5,5.1742,4.396,0.5,367.3762,0.321300584,0.479074861
3.9243,3.668,0.51,5.1742,4.396,0.49,367.4534,0.306955148,0.493598078
3.9243,3.668,0.52,5.1742,4.396,0.48,367.5356,0.293042679,0.508244295
3.9243,3.668,0.53,5.1742,4.396,0.47,367.623,0.279546569,0.52302886
3.9243,3.668,0.54,5.1742,4.396,0.46,367.7158,0.266455882,0.537942612
3.9243,3.668,0.55,5.1742,4.396,0.45,367.8146,0.253765865,0.552982407
3.9243,3.668,0.56,5.1742,4.396,0.44,367.9194,0.241470581,0.56815069
3.9243,3.668,0.57,5.1742,4.396,0.43,368.0308,0.229562903,0.583449495
3.9243,3.668,0.58,5.1742,4.396,0.42,368.149,0.21801844,0.598874962
3.9243,3.668,0.59,5.1742,4.396,0.41,368.2745,0.206843423,0.614423186
3.9243,3.668,0.6,5.1742,4.396,0.4,368.4076,0.196027204,0.630100879
3.9243,3.668,0.61,5.1742,4.396,0.39,368.5488,0.185557981,0.645898328
3.9243,3.668,0.62,5.1742,4.396,0.38,368.6986,0.175439597,0.661821619
3.9243,3.668,0.63,5.1742,4.396,0.37,368.8574,0.165658496,0.677866016
3.9243,3.668,0.64,5.1742,4.396,0.36,369.0257,0.156200007,0.694036785
3.9243,3.668,0.65,5.1742,4.396,0.35,369.2041,0.147074272,0.710323814
3.9243,3.668,0.66,5.1742,4.396,0.34,369.3931,0.138256462,0.726731849
3.9243,3.668,0.67,5.1742,4.396,0.33,369.5934,0.129764306,0.743260279
3.9243,3.668,0.68,5.1742,4.396,0.32,369.8056,0.121571406,0.75990823
3.9243,3.668,0.69,5.1742,4.396,0.31,370.0304,0.113685764,0.77666998
3.9243,3.668,0.7,5.1742,4.396,0.3,370.2685,0.106106238,0.793548922
3.9243,3.668,0.71,5.1742,4.396,0.29,370.5207,0.098804069,0.810543475
3.9243,3.668,0.72,5.1742,4.396,0.28,370.7878,0.09180404,0.827651849
3.9243,3.668,0.73,5.1742,4.396,0.27,371.0708,0.085085357,0.844872063
3.9243,3.668,0.74,5.1742,4.396,0.26,371.3706,0.078644808,0.862206177
3.9243,3.668,0.75,5.1742,4.396,0.25,371.6882,0.072488089,0.879647494
3.9243,3.668,0.76,5.1742,4.396,0.24,372.0247,0.06659266,0.897193536
3.9243,3.668,0.77,5.1742,4.396,0.23,372.3813,0.060972796,0.914849694
3.9243,3.668,0.78,5.1742,4.396,0.22,372.7592,0.055623904,0.932604929
3.9243,3.668,0.79,5.1742,4.396,0.21,373.16,0.050531504,0.950464113
3.9243,3.668,0.8,5.1742,4.396,0.2,373.585,0.045709232,0.968423873
3.9243,3.668,0.81,5.1742,4.396,0.19,374.035,0.041132346,0.986477024
3.9243,3.668,0.82,5.1742,4.396,0.18,374.513,0.036813973,1.004627563
3.9243,3.668,0.83,5.1742,4.396,0.17,375.02,0.032747886,1.022864511
3.9243,3.668,0.84,5.1742,4.396,0.16,375.559,0.02893725,1.041187957
3.9243,3.668,0.85,5.1742,4.396,0.15,376.13,0.025365557,1.059594222
3.9243,3.668,0.86,5.1742,4.396,0.14,376.738,0.022035427,1.078079595
3.9243,3.668,0.87,5.1742,4.396,0.13,377.384,0.018959134,1.096637006
3.9243,3.668,0.88,5.1742,4.396,0.12,378.07,0.016109542,1.115262895
3.9243,3.668,0.89,5.1742,4.396,0.11,378.801,0.01350835,1.133950475
3.9243,3.668,0.9,5.1742,4.396,0.1,379.579,0.011137744,1.152693194
3.9243,3.668,0.91,5.1742,4.396,0.09,380.407,0.008999384,1.171484736
3.9243,3.668,0.92,5.1742,4.396,0.08,381.29,0.007094772,1.190315973
3.9243,3.668,0.93,5.1742,4.396,0.07,382.231,0.005415311,1.209178233
3.9243,3.668,0.94,5.1742,4.396,0.06,383.236,0.003972101,1.228063284
3.9243,3.668,0.95,5.1742,4.396,0.05,384.309,0.002756198,1.246960452
3.9243,3.668,0.96,5.1742,4.396,0.04,385.455,0.001758453,1.265856868
3.9243,3.668,0.97,5.1742,4.396,0.03,386.681,0.00098951,1.28474048
3.9243,3.668,0.98,5.1742,4.396,0.02,387.992,0.000439903,1.3035973
3.9243,3.668,0.99,5.1742,4.396,0.01,389.395,0.000109994,1.322411625
3.9243,3.668,1.0,5.1742,4.396,0.0,390.899,0.0,1.341166234
5.1742,4.396,0.0,3.9243,3.668,1.0,390.899,1.341166234,0.0
5.1742,4.396,0.01,3.9243,3.668,0.99,389.395,1.322411625,0.000109994
5.1742,4.396,0.02,3.9243,3.668,0.98,387.992,1.3035973,0.000439903
5.1742,4.396,0.03,3.9243,3.668,0.97,386.681,1.28474048,0.00098951
5.1742,4.396,0.04,3.9243,3.668,0.96,385.455,1.265856868,0.001758453
5.1742,4.396,0.05,3.9243,3.668,0.95,384.309,1.246960452,0.002756198
5.1742,4.396,0.06,3.9243,3.668,0.94,383.236,1.228063284,0.003972101
5.1742,4.396,0.07,3.9243,3.668,0.93,382.231,1.209178233,0.005415311
5.1742,4.396,0.08,3.9243,3.668,0.92,381.29,1.190315973,0.007094772
5.1742,4.396,0.09,3.9243,3.668,0.91,380.407,1.171484736,0.008999384
5.1742,4.396,0.1,3.9243,3.668,0.9,379.579,1.152693194,0.011137744
5.1742,4.396,0.11,3.9243,3.668,0.89,378.801,1.133950475,0.01350835
5.1742,4.396,0.12,3.9243,3.668,0.88,378.07,1.115262895,0.016109542
5.1742,4.396,0.13,3.9243,3.668,0.87,377.384,1.096637006,0.018959134
5.1742,4.396,0.14,3.9243,3.668,0.86,376.738,1.078079595,0.022035427
5.1742,4.396,0.15,3.9243,3.668,0.85,376.13,1.059594222,0.025365557
5.1742,4.396,0.16,3.9243,3.668,0.84,375.559,1.041187957,0.02893725
5.1742,4.396,0.17,3.9243,3.668,0.83,375.02,1.022864511,0.032747886
5.1742,4.396,0.18,3.9243,3.668,0.82,374.513,1.004627563,0.036813973
5.1742,4.396,0.19,3.9243,3.668,0.81,374.035,0.986477024,0.041132346
5.1742,4.396,0.2,3.9243,3.668,0.8,373.585,0.968423873,0.045709232
5.1742,4.396,0.21,3.9243,3.668,0.79,373.16,0.950464113,0.050531504
5.1742,4.396,0.22,3.9243,3.668,0.78,372.7592,0.932604929,0.055623904
5.1742,4.396,0.23,3.9243,3.668,0.77,372.3813,0.914849694,0.060972796
5.1742,4.396,0.24,3.9243,3.668,0.76,372.0247,0.897193536,0.06659266
5.1742,4.396,0.25,3.9243,3.668,0.75,371.6882,0.879647494,0.072488089
5.1742,4.396,0.26,3.9243,3.668,0.74,371.3706,0.862206177,0.078644808
5.1742,4.396,0.27,3.9243,3.668,0.73,371.0708,0.844872063,0.085085357
5.1742,4.396,0.28,3.9243,3.668,0.72,370.7878,0.827651849,0.09180404
5.1742,4.396,0.29,3.9243,3.668,0.71,370.5207,0.810543475,0.098804069
5.1742,4.396,0.3,3.9243,3.668,0.7,370.2685,0.793548922,0.106106238
5.1742,4.396,0.31,3.9243,3.668,0.69,370.0304,0.77666998,0.113685764
5.1742,4.396,0.32,3.9243,3.668,0.68,369.8056,0.75990823,0.121571406
5.1742,4.396,0.33,3.9243,3.668,0.67,369.5934,0.743260279,0.129764306
5.1742,4.396,0.34,3.9243,3.668,0.66,369.3931,0.726731849,0.138256462
5.1742,4.396,0.35,3.9243,3.668,0.65,369.2041,0.710323814,0.147074272
5.1742,4.396,0.36,3.9243,3.668,0.64,369.0257,0.694036785,0.156200007
5.1742,4.396,0.37,3.9243,3.668,0.63,368.8574,0.677866016,0.165658496
5.1742,4.396,0.38,3.9243,3.668,0.62,368.6986,0.661821619,0.175439597
5.1742,4.396,0.39,3.9243,3.668,0.61,368.5488,0.645898328,0.185557981
5.1742,4.396,0.4,3.9243,3.668,0.6,368.4076,0.630100879,0.196027204
5.1742,4.396,0.41,3.9243,3.668,0.59,368.2745,0.614423186,0.206843423
5.1742,4.396,0.42,3.9243,3.668,0.58,368.149,0.598874962,0.21801844
5.1742,4.396,0.43,3.9243,3.668,0.57,368.0308,0.583449495,0.229562903
5.1742,4.396,0.44,3.9243,3.668,0.56,367.9194,0.56815069,0.241470581
5.1742,4.396,0.45,3.9243,3.668,0.55,367.8146,0.552982407,0.253765865
5.1742,4.396,0.46,3.9243,3.668,0.54,367.7158,0.537942612,0.266455882
5.1742,4.396,0.47,3.9243,3.668,0.53,367.623,0.52302886,0.279546569
5.1742,4.396,0.48,3.9243,3.668,0.52,367.5356,0.508244295,0.293042679
5.1742,4.396,0.49,3.9243,3.668,0.51,367.4534,0.493598078,0.306955148
5.1742,4.396,0.5,3.9243,3.668,0.5,367.3762,0.479074861,0.321300584
5.1742,4.396,0.51,3.9243,3.668,0.49,367.3037,0.464689534,0.336086448
5.1742,4.396,0.52,3.9243,3.668,0.48,367.2356,0.450438474,0.3513327
5.1742,4.396,0.53,3.9243,3.668,0.47,367.1717,0.436324036,0.367036081
5.1742,4.396,0.54,3.9243,3.668,0.46,367.1117,0.422348446,0.383219499
5.1742,4.396,0.55,3.9243,3.668,0.45,367.0555,0.408507143,0.399903002
5.1742,4.396,0.56,3.9243,3.668,0.44,367.0028,0.39480179,0.417084013
5.1742,4.396,0.57,3.9243,3.668,0.43,366.9535,0.381240719,0.434790873
5.1742,4.396,0.58,3.9243,3.668,0.42,366.9074,0.367825544,0.453029124
5.1742,4.396,0.59,3.9243,3.668,0.41,366.8643,0.354550689,0.471826966
5.1742,4.396,0.6,3.9243,3.668,0.4,366.824,0.341424241,0.491196221
5.1742,4.396,0.61,3.9243,3.668,0.39,366.7864,0.328440065,0.511157569
5.1742,4.396,0.62,3.9243,3.668,0.38,366.7515,0.315613337,0.531721771
5.1742,4.396,0.63,3.9243,3.668,0.37,366.7189,0.302937613,0.552924882
5.1742,4.396,0.64,3.9243,3.668,0.36,366.6888,0.290413339,0.574780224
5.1742,4.396,0.65,3.9243,3.668,0.35,366.6609,0.278055889,0.597307861
5.1742,4.396,0.66,3.9243,3.668,0.34,366.6351,0.265850488,0.620544229
5.1742,4.396,0.67,3.9243,3.668,0.33,366.6115,0.253812417,0.644503006
5.1742,4.396,0.68,3.9243,3.668,0.32,366.59,0.241933902,0.669218151
5.1742,4.396,0.69,3.9243,3.668,0.31,366.5705,0.23023038,0.694720942
5.1742,4.396,0.7,3.9243,3.668,0.3,366.553,0.218709736,0.721039547
5.1742,4.396,0.71,3.9243,3.668,0.29,366.5376,0.207355575,0.748203386
5.1742,4.396,0.72,3.9243,3.668,0.28,366.5243,0.196191588,0.776260554
5.1742,4.396,0.73,3.9243,3.668,0.27,366.5132,0.185209051,0.805238493
5.1742,4.396,0.74,3.9243,3.668,0.26,366.5043,0.174423785,0.835180455
5.1742,4.396,0.75,3.9243,3.668,0.25,366.4979,0.163843552,0.866133634
5.1742,4.396,0.76,3.9243,3.668,0.24,366.4941,0.153459012,0.898138981
5.1742,4.396,0.77,3.9243,3.668,0.23,366.4932,0.143294825,0.931246337
5.1742,4.396,0.78,3.9243,3.668,0.22,366.4955,0.133341375,0.965515087
5.1742,4.396,0.79,3.9243,3.668,0.21,366.5013,0.123623723,1.00099211
5.1742,4.396,0.8,3.9243,3.668,0.2,366.5113,0.114131934,1.037747013
5.1742,4.396,0.81,3.9243,3.668,0.19,366.5258,0.104891406,1.075838251
5.1742,4.396,0.82,3.9243,3.668,0.18,366.5458,0.09591,1.115338293
5.1742,4.396,0.83,3.9243,3.668,0.17,366.572,0.087195527,1.156321292
5.1742,4.396,0.84,3.9243,3.668,0.16,366.6056,0.078764969,1.198867796
5.1742,4.396,0.85,3.9243,3.668,0.15,366.6478,0.070626204,1.243061778
5.1742,4.396,0.86,3.9243,3.668,0.14,366.7002,0.062796379,1.288995706
5.1742,4.396,0.87,3.9243,3.668,0.13,366.7649,0.055292786,1.336767926
5.1742,4.396,0.88,3.9243,3.668,0.12,366.8442,0.048132805,1.386479344
5.1742,4.396,0.89,3.9243,3.668,0.11,366.9412,0.041353053,1.438243815
5.1742,4.396,0.9,3.9243,3.668,0.1,367.0595,0.034952,1.492168995
5.1742,4.396,0.91,3.9243,3.668,0.09,367.2038,0.028976108,1.54837707
5.1742,4.396,0.92,3.9243,3.668,0.08,367.3801,0.023433283,1.606988916
5.1742,4.396,0.93,3.9243,3.668,0.07,367.5957,0.018380047,1.668121829
5.1742,4.396,0.94,3.9243,3.668,0.06,367.8603,0.013833869,1.731885607
5.1742,4.396,0.95,3.9243,3.668,0.05,368.1864,0.009851316,1.798379177
5.1742,4.396,0.96,3.9243,3.668,0.04,368.5901,0.006469031,1.867665942
5.1742,4.396,0.97,3.9243,3.668,0.03,369.0932,0.003733024,1.939761283
5.1742,4.396,0.98,3.9243,3.668,0.02,369.7248,0.001698557,2.014592306
5.1742,4.396,0.99,3.9243,3.668,0.01,370.5249,0.000439903,2.091946774
5.1742,4.396,1.0,3.9243,3.668,0.0,371.5489,0.0,2.171390397
1.4311,1.432,0.0,5.8486,4.936,1.0,398.839,2.007006592,0.0
1.4311,1.432,0.01,5.8486,4.936,0.99,383.346,2.072667399,0.000189982
1.4311,1.432,0.02,5.8486,4.936,0.98,372.6102,2.106747809,0.000809672
1.4311,1.432,0.03,5.8486,4.936,0.97,364.8657,2.119307479,0.001918159
1.4311,1.432,0.04,5.8486,4.936,0.96,359.0671,2.117215295,0.003523784
1.4311,1.432,0.05,5.8486,4.936,0.95,354.592,2.104967953,0.005644042
1.4311,1.432,0.06,5.8486,4.936,0.94,351.0545,2.085549103,0.00828558
1.4311,1.432,0.07,5.8486,4.936,0.93,348.2048,2.060996218,0.011444264
1.4311,1.432,0.08,5.8486,4.936,0.92,345.8742,2.03273377,0.015095488
1.4311,1.432,0.09,5.8486,4.936,0.91,343.9449,2.001784008,0.019253457
1.4311,1.432,0.1,5.8486,4.936,0.9,342.3318,1.968896778,0.02391182
1.4311,1.432,0.11,5.8486,4.936,0.89,340.9732,1.93462384,0.029034393
1.4311,1.432,0.12,5.8486,4.936,0.88,339.8183,1.899402378,0.034642943
1.4311,1.432,0.13,5.8486,4.936,0.87,338.8383,1.863514079,0.040709988
1.4311,1.432,0.14,5.8486,4.936,0.86,337.9977,1.827240828,0.047246116
1.4311,1.432,0.15,5.8486,4.936,0.85,337.2762,1.790763974,0.054222999
1.4311,1.432,0.16,5.8486,4.936,0.84,336.6557,1.754228927,0.061649978
1.4311,1.432,0.17,5.8486,4.936,0.83,336.1211,1.717755851,0.069516734
1.4311,1.432,0.18,5.8486,4.936,0.82,335.9685,1.706295985,0.072088076
1.4311,1.432,0.19,5.8486,4.936,0.81,335.9685,1.706292354,0.072088076
1.4311,1.432,0.2,5.8486,4.936,0.8,335.9685,1.706290538,0.072088076
1.4311,1.432,0.21,5.8486,4.936,0.79,335.9685,1.706290538,0.072088076
1.4311,1.432,0.22,5.8486,4.936,0.78,335.9685,1.706290538,0.072088076
1.4311,1.432,0.23,5.8486,4.936,0.77,335.9685,1.706290538,0.072088076
1.4311,1.432,0.24,5.8486,4.936,0.76,335.9685,1.706290538,0.072088076
1.4311,1.432,0.25,5.8486,4.936,0.75,335.9685,1.706290538,0.072088076
1.4311,1.432,0.26,5.8486,4.936,0.74,335.9685,1.706290538,0.072088076
1.4311,1.432,0.27,5.8486,4.936,0.73,335.9685,1.706290538,0.072088076
1.4311,1.432,0.28,5.8486,4.936,0.72,335.9685,1.706290538,0.072088076
1.4311,1.432,0.29,5.8486,4.936,0.71,335.9685,1.706290538,0.072088076
1.4311,1.432,0.3,5.8486,4.936,0.7,335.9685,1.706290538,0.072088076
1.4311,1.432,0.31,5.8486,4.936,0.69,335.9685,1.706290538,0.072088076
1.4311,1.432,0.32,5.8486,4.936,0.68,335.9685,1.706290538,0.072088076
1.4311,1.432,0.33,5.8486,4.936,0.67,335.9685,1.706290538,0.072088076
1.4311,1.432,0.34,5.8486,4.936,0.66,335.9685,1.706290538,0.072088076
1.4311,1.432,0.35,5.8486,4.936,0.65,335.9685,1.706290538,0.072088076
1.4311,1.432,0.36,5.8486,4.936,0.64,335.9685,1.706290538,0.072088076
1.4311,1.432,0.37,5.8486,4.936,0.63,335.9685,1.706290538,0.072088076
1.4311,1.432,0.38,5.8486,4.936,0.62,335.9685,1.706290538,0.072088076
1.4311,1.432,0.39,5.8486,4.936,0.61,335.9685,1.706290538,0.072088076
1.4311,1.432,0.4,5.8486,4.936,0.6,335.9685,1.706290538,0.072088076
1.4311,1.432,0.41,5.8486,4.936,0.59,335.9685,1.706290538,0.072088076
1.4311,1.432,0.42,5.8486,4.936,0.58,335.9685,1.706290538,0.072088076
1.4311,1.432,0.43,5.8486,4.936,0.57,335.9685,1.706290538,0.072088076
1.4311,1.432,0.44,5.8486,4.936,0.56,335.9685,1.706290538,0.072088076
1.4311,1.432,0.45,5.8486,4.936,0.55,335.9685,1.706290538,0.072088076
1.4311,1.432,0.46,5.8486,4.936,0.54,335.9685,1.706290538,0.072088076
1.4311,1.432,0.47,5.8486,4.936,0.53,335.9685,1.706290538,0.072088076
1.4311,1.432,0.48,5.8486,4.936,0.52,335.9685,1.706290538,0.072088076
1.4311,1.432,0.49,5.8486,4.936,0.51,335.9685,1.706290538,0.072088076
1.4311,1.432,0.5,5.8486,4.936,0.5,335.9685,1.706290538,0.072088076
1.4311,1.432,0.51,5.8486,4.936,0.49,335.9685,1.706290538,0.072088076
1.4311,1.432,0.52,5.8486,4.936,0.48,335.9685,1.706290538,0.072088076
1.4311,1.432,0.53,5.8486,4.936,0.47,335.9685,1.706290538,0.072088076
1.4311,1.432,0.54,5.8486,4.936,0.46,335.9685,1.706290538,0.072088076
1.4311,1.432,0.55,5.8486,4.936,0.45,335.9685,1.706290538,0.072088076
1.4311,1.432,0.56,5.8486,4.936,0.44,335.9685,1.706290538,0.072088076
1.4311,1.432,0.57,5.8486,4.936,0.43,335.9685,1.706290538,0.072088076
1.4311,1.432,0.58,5.8486,4.936,0.42,335.9685,1.706290538,0.072088076
1.4311,1.432,0.59,5.8486,4.936,0.41,335.9685,1.706290538,0.072088076
1.4311,1.432,0.6,5.8486,4.936,0.4,335.9685,1.706290538,0.072088076
1.4311,1.432,0.61,5.8486,4.936,0.39,335.9685,1.706290538,0.072088076
1.4311,1.432,0.62,5.8486,4.936,0.38,335.9685,1.706290538,0.072088076
1.4311,1.432,0.63,5.8486,4.936,0.37,335.9685,1.706290538,0.072088076
1.4311,1.432,0.64,5.8486,4.936,0.36,335.9685,1.706290538,0.072088076
1.4311,1.432,0.65,5.8486,4.936,0.35,335.9685,1.706290538,0.072088076
1.4311,1.432,0.66,5.8486,4.936,0.34,335.9685,1.706290538,0.072088076
1.4311,1.432,0.67,5.8486,4.936,0.33,335.9685,1.706290538,0.072088076
1.4311,1.432,0.68,5.8486,4.936,0.32,335.9685,1.706290538,0.072088076
1.4311,1.432,0.69,5.8486,4.936,0.31,335.9685,1.706290538,0.072088076
1.4311,1.432,0.7,5.8486,4.936,0.3,335.9685,1.706290538,0.072088076
1.4311,1.432,0.71,5.8486,4.936,0.29,335.9685,1.706290538,0.072088076
1.4311,1.432,0.72,5.8486,4.936,0.28,335.9685,1.706290538,0.072088076
1.4311,1.432,0.73,5.8486,4.936,0.27,335.9685,1.706290538,0.072088076
1.4311,1.432,0.74,5.8486,4.936,0.26,335.9685,1.706290538,0.072088076
1.4311,1.432,0.75,5.8486,4.936,0.25,335.9685,1.706290538,0.072088076
1.4311,1.432,0.76,5.8486,4.936,0.24,335.9685,1.706290538,0.072088076
1.4311,1.432,0.77,5.8486,4.936,0.23,335.9685,1.706290538,0.072088076
1.4311,1.432,0.78,5.8486,4.936,0.22,335.9685,1.706290538,0.072088076
1.4311,1.432,0.79,5.8486,4.936,0.21,335.9685,1.706290538,0.072088076
1.4311,1.432,0.8,5.8486,4.936,0.2,335.9685,1.706290538,0.072088076
1.4311,1.432,0.81,5.8486,4.936,0.19,335.9685,1.706290538,0.072088076
1.4311,1.432,0.82,5.8486,4.936,0.18,335.9685,1.706290538,0.072088076
1.4311,1.432,0.83,5.8486,4.936,0.17,335.9685,1.706290538,0.072088076
1.4311,1.432,0.84,5.8486,4.936,0.16,335.9685,1.706290538,0.072088076
1.4311,1.432,0.85,5.8486,4.936,0.15,335.9685,1.706290538,0.072088076
1.4311,1.432,0.86,5.8486,4.936,0.14,335.9685,1.706290538,0.072088076
1.4311,1.432,0.87,5.8486,4.936,0.13,335.9685,1.706290538,0.072088076
1.4311,1.432,0.88,5.8486,4.936,0.12,335.9685,1.706290538,0.072088076
1.4311,1.432,0.89,5.8486,4.936,0.11,335.9685,1.706290538,0.072088076
1.4311,1.432,0.9,5.8486,4.936,0.1,335.9685,1.706290538,0.072088076
1.4311,1.432,0.91,5.8486,4.936,0.09,335.9685,1.706290538,0.072088076
1.4311,1.432,0.92,5.8486,4.936,0.08,335.9685,1.706290538,0.072088076
1.4311,1.432,0.93,5.8486,4.936,0.07,335.9685,1.706290538,0.072088076
1.4311,1.432,0.94,5.8486,4.936,0.06,336.0332,0.018517488,2.637613431
1.4311,1.432,0.95,5.8486,4.936,0.05,336.1389,0.013143248,2.729492007
1.4311,1.432,0.96,5.8486,4.936,0.04,336.2876,0.008602889,2.82522861
1.4311,1.432,0.97,5.8486,4.936,0.03,336.4935,0.00495769,2.925046899
1.4311,1.432,0.98,5.8486,4.936,0.02,336.7759,0.00225745,3.029157378
1.4311,1.432,0.99,5.8486,4.936,0.01,337.1609,0.000579832,3.137778561
1.4311,1.432,1.0,5.8486,4.936,0.0,337.6848,0.0,3.251091289
5.8486,4.936,0.0,1.4311,1.432,1.0,337.6848,3.251091289,0.0
5.8486,4.936,0.01,1.4311,1.432,0.99,337.1609,3.137778561,0.000579832
5.8486,4.936,0.02,1.4311,1.432,0.98,336.7759,3.029157378,0.00225745
5.8486,4.936,0.03,1.4311,1.432,0.97,336.4935,2.925046899,0.00495769
5.8486,4.936,0.04,1.4311,1.432,0.96,336.2875,2.82522861,0.008602889
5.8486,4.936,0.05,1.4311,1.432,0.95,336.1389,2.729492007,0.013143248
5.8486,4.936,0.06,1.4311,1.432,0.94,336.0332,2.637613431,0.018517488
5.8486,4.936,0.07,1.4311,1.432,0.93,335.9685,0.072088076,1.706290538
5.8486,4.936,0.08,1.4311,1.432,0.92,335.9685,0.072088076,1.706290538
5.8486,4.936,0.09,1.4311,1.432,0.91,335.9685,0.072088076,1.706290538
5.8486,4.936,0.1,1.4311,1.432,0.9,335.9685,0.072088076,1.706290538
5.8486,4.936,0.11,1.4311,1.432,0.89,335.9685,0.072088076,1.706290538
5.8486,4.936,0.12,1.4311,1.432,0.88,335.9685,0.072088076,1.706290538
5.8486,4.936,0.13,1.4311,1.432,0.87,335.9685,0.072088076,1.706290538
5.8486,4.936,0.14,1.4311,1.432,0.86,335.9685,0.072088076,1.706290538
5.8486,4.936,0.15,1.4311,1.432,0.85,335.9685,0.072088076,1.706290538
5.8486,4.936,0.16,1.4311,1.432,0.84,335.9685,0.072088076,1.706290538
5.8486,4.936,0.17,1.4311,1.432,0.83,335.9685,0.072088076,1.706290538
5.8486,4.936,0.18,1.4311,1.432,0.82,335.9685,0.072088076,1.706290538
5.8486,4.936,0.19,1.4311,1.432,0.81,335.9685,0.072088076,1.706290538
5.8486,4.936,0.2,1.4311,1.432,0.8,335.9685,0.072088076,1.706290538
5.8486,4.936,0.21,1.4311,1.432,0.79,335.9685,0.072088076,1.706290538
5.8486,4.936,0.22,1.4311,1.432,0.78,335.9685,0.072088076,1.706290538
5.8486,4.936,0.23,1.4311,1.432,0.77,335.9685,0.072088076,1.706290538
5.8486,4.936,0.24,1.4311,1.432,0.76,335.9685,0.072088076,1.706290538
5.8486,4.936,0.25,1.4311,1.432,0.75,335.9685,0.072088076,1.706290538
5.8486,4.936,0.26,1.4311,1.432,0.74,335.9685,0.072088076,1.706290538
5.8486,4.936,0.27,1.4311,1.432,0.73,335.9685,0.072088076,1.706290538
5.8486,4.936,0.28,1.4311,1.432,0.72,335.9685,0.072088076,1.706290538
5.8486,4.936,0.29,1.4311,1.432,0.71,335.9685,0.072088076,1.706290538
5.8486,4.936,0.3,1.4311,1.432,0.7,335.9685,0.072088076,1.706290538
